Q57996;Q9UNF0
P61884;O60431
Q8TQH6;P11802
Q9HKN1;A0A087WXM9
B0R4Y2;Q86TG1
Q97C60;P98095
Q58915;P13073
Q8TKL5;Q9BZW4
Q9YAN8;Q8N4G2
Q8ZUR4;Q5VXT5
A5UL66;Q01105
Q5JH78;O75534
Q57958;Q9NX04
C3MQN2;P57086
Q8TXF5;P86481
Q97WG8;P0DUX0
A6UV73;Q86WV1
Q2NHZ6;Q7Z3Y8
Q58807;Q13064
O58452;P04211
Q57645;Q9NVV4
A1RT54;P01858
A7I5F0;O43813
A4FVT7;O75437
A4FZA5;Q68D06
Q976H6;Q8TE59
O58586;Q7L8W6
A4FWU2;Q9UI32
A4FXH5;Q96S86
C3N6B5;Q13972
Q8PSV9;Q5JNZ5
O27635;O60542
O59438;Q15413
O06505;O95602
A5UMJ9;P28907
P21557;Q9ULX6
A9A697;Q96H96
Q58763;Q8TED4
P62006;Q7Z398
P38502;Q58FG1
Q58454;O00541
Q97YU3;Q86VK4
P62019;Q5VZV1
C3NEG9;Q13021
C3MQF3;P50570
Q9HHE9;Q86X59
Q8TZI4;P30531
Q57894;P0C0S8
Q9YFM2;Q8IVW8
A6VGX3;Q6DN72
Q02233;Q14028
A3CSQ6;Q8NFG4
Q58236;Q9HAY6
Q58249;Q96M42
B8GGP5;Q7Z4G4
Q971S9;P50607
Q3INZ0;Q9H4I9
Q3ISC1;Q99469
Q4JAA8;Q9H1Y0
Q50570;Q86XA0
D4GP28;Q9UHI6
Q6KZC5;Q8NE79
Q8ZVL3;P11055
A6UVU3;Q8NGG2
Q6LWX5;P08651
Q9UZD7;P08567
O28150;Q8TAT5
Q8TMD5;Q86V21
A4FWB5;Q155Q3
C3MQ71;Q9H6B4
A2SU11;P0DKV0
O29990;O43914
B0R4N9;Q9NRG4
Q57883;Q5VWP3
Q4J8J1;Q14012
O26859;Q687X5
Q9HK42;C0HLV8
A9A9I2;O95447
A1RSS5;Q5U3C3
Q97Z99;P17275
Q9HRC7;Q8NGC5
Q8ZZB0;Q6UW10
Q8PTT8;Q8NBE8
Q8U1T0;Q86VU5
B0R336;A8MTJ3
A9AB46;A6NJ69
Q60324;Q5T7N8
C3N5N1;Q92886
Q97BQ3;P56962
Q980B8;Q6ZV65
Q971W2;Q11130
Q5V0C3;Q15406
Q3IUJ7;P07992
Q97Y45;P60321
Q9V1P2;Q969N4
Q9HIP0;P51685
C3NMG6;P51460
Q8TYD4;Q9H6B1
Q5JF03;Q92636
O29560;Q02548
C3N6A7;Q9Y2M0
Q58734;Q08AH1
F2Z5Z6;P01116
Q50799;Q9NW13
P11563;Q9HBD1
Q60338;Q6IQ22
Q60348;Q9P0Z9
C4KHI2;Q16620
H3ZPL1;Q9UBS3
Q4JAI1;P60372
A4WHH5;Q9C086
Q5V5S9;Q9HBU9
Q972G5;O60469
A6UNU1;Q13207
Q8ZWC4;Q96RD7
A2BMB3;O60496
O58320;Q9NXF8
Q8TYV3;Q9Y6W6
Q60310;Q8TCG1
Q5V1H0;P22004
Q9HP27;Q00987
P80653;O75604
O29338;A0A1W2PPE3
Q49610;Q6PGP7
B0R2S6;Q6PK57
Q2NFU2;P46937
Q8PZ04;Q53TN4
A4FZ98;Q8N118
Q465Q4;Q8TAD8
B9LS21;Q8NGB6
Q9V2A9;P20061
O28316;Q8IZW8
Q58469;O76099
Q6LZY8;Q96ER9
Q57677;Q6ZMQ8
Q8U455;Q8N9R0
C3N752;Q6L8Q7
Q9YB58;Q96FQ6
P14036;Q96GA3
Q4J860;O95936
O58491;Q9UPZ6
Q59033;Q5VV16
O27304;Q9UK12
Q58308;Q9NZT1
Q9V0V0;Q14683
P10143;Q8IXA5
Q5JG28;P54646
Q8U0A4;Q8N4L4
Q4J8L3;Q8NC44
B0R3H3;Q9Y2Z0
C3MK60;Q9NW61
O28599;Q8IYD9
Q8U0P7;Q10981
A5UKU4;A6NDX5
Q97U21;Q9UI33
Q57605;Q02763
A8MB75;P19823
Q18KJ5;A0A1B0GW64
O30108;Q86TU6
Q8Q0G3;P30040
O29021;P29033
C4KHU2;Q9UQF2
Q97AG7;Q9Y2P4
Q57947;Q9UIY3
Q6LZU5;P54252
A0B9K3;O96018
O26223;Q8NF86
Q46GB6;P62269
Q58599;Q96A49
B0R7R3;O43462
Q4JB42;P43487
O27250;P16435
O33775;Q9P2K5
B1L7C0;P41970
A9A5X0;Q86YS7
P80905;A0A494C0N9
Q46AR9;Q7Z5M8
Q8TQ69;P02788
A2SRE2;Q9C0B9
Q46F30;Q96C74
O29715;Q9UMR3
Q58161;P0DW14
Q59041;Q96SR6
A3MWF6;Q9BTU6
Q980A5;Q1X8D7
Q9HJ56;Q8NB59
Q8U1V2;Q96DC8
C3MZ99;O14905
Q9V277;Q5VWQ8
Q12ZS5;Q9BUU2
Q8PWH0;Q6NUN9
C3MVY1;Q9Y2K2
Q12ZC6;Q9NR99
A4WLV3;Q9BU40
A4YCY7;O43353
Q5V070;A0A087WV53
A7IAF4;P05112
Q8ZYQ4;Q9H0U4
O29178;Q9NZ20
O26343;Q9H609
P62000;O43156
A4YCY6;Q8WV28
A2SPT1;Q9H222
O59295;A0A075B6I6
Q8U262;P43405
O93661;Q6NT04
Q5UZG9;P23942
O58091;P47929
C5A558;O95838
P54062;P98172
Q0W362;Q8NAU1
A9A6B6;O94905
C6A5B5;Q9UPY8
O58285;Q8N5M9
Q9Y8Q3;O00220
Q58214;Q9UG22
O29313;P04075
Q4JAI6;Q6ZTR6
Q9HLZ2;Q6NUI6
A6VIG8;Q5T5D7
Q8ZW37;Q9P2U7
O59493;Q53R41
O29496;Q9UPR6
Q9Y8K5;P51449
C4KIK1;Q99816
Q8TUB9;Q13705
B9LSC8;P42677
B6YUV3;Q9GZP8
Q4J923;Q6ZSR3
P58983;O95257
O59355;Q9NY61
A3CVZ3;Q9NZJ6
Q8PUB7;Q8NEJ9
A1RRN7;P17181
Q976G3;O43314
Q9HIY5;P10632
Q8PVR7;Q9H343
A5UMH1;Q9Y6D5
P26815;Q99576
O29970;Q8N283
Q60360;Q9Y5A6
Q9HH00;Q9H2F9
Q97CC8;P22061
Q7LYX6;P19099
Q58438;Q8NHS9
Q3IPW7;Q8ND94
C4KH41;A0A1B0GVH7
D4GVD5;O15273
Q5V2T4;Q6ZRI8
C4KH08;Q7Z3T8
Q2FPD8;Q99700
P0CW52;Q9NVC3
Q979P6;P0C7M3
Q51795;Q6NXS1
A6VIP7;P01567
Q8THP2;Q9UGV2
Q6LZL7;Q7Z5P9
O29643;P30550
O27855;A8MUM7
Q96YV9;Q9BUR4
Q58931;Q8NH74
Q3IMV8;P30740
Q8TWN3;Q69YZ2
A9A5X1;Q7Z5Q5
Q97B99;Q5GH70
Q5V143;C0HM83
Q0W8R3;Q02108
C6A0F5;Q8N8J7
A6UU55;A0A0U1RRK4
Q979Y3;Q9UBL6
D5E7U7;Q5T754
Q58584;Q8N2I9
P58867;Q9Y5X5
Q9HH99;Q9HC10
Q58487;Q8N715
Q9V2Q7;Q9HD33
Q5JGR3;Q8NEE6
Q57813;P05106
Q46FS6;O60671
A9A6N2;Q6P280
C5A7H3;Q96NB1
Q58801;P31249
A7I615;P05155
A4FXV4;Q9Y239
Q8PT96;P0CG42
B9LSX2;Q5TZA2
Q0W793;Q14410
D5E7G9;P39086
A4YEU7;Q502W6
A3DNJ6;Q9NQC1
O30020;Q9H410
Q8TXB4;P51786
B8ZYW0;Q9UHP6
O29828;Q8TE56
A4FZP7;P41743
A1RSD4;P12318
Q0W8C9;Q6ZN19
P0CW53;Q86XJ1
Q5V631;P48050
A3DLU8;Q6ZMZ0
C4KHU5;O95886
Q9UYV2;Q6ZQQ6
O58741;Q7Z7M8
O29387;Q9Y5K2
Q9UY10;A8MV72
Q8PW84;Q9H1B7
P61414;Q9HA90
Q58872;Q12829
Q8TSP7;Q9Y490
Q5UZW0;Q8N813
Q57979;O75365
B1L6X8;Q8NBJ5
Q971B5;A0A0U1RQG5
Q96Y95;O43313
Q8PW42;P56597
A9A5J0;Q96GI7
A0RW96;Q5T7M4
Q9UXW6;Q7RTT3
Q8TH63;P0DPF2
O58690;A0A494C191
Q4J8P2;A6NDZ8
Q60327;Q8N7N1
P81315;Q5BJH2
A3CY20;A6NNE9
Q8TZH9;P35580
B8GKF9;Q16594
B0R4B2;Q86VF7
B0R518;Q9BYV9
Q8ZT00;Q96QS3
A9A875;A0A1B0GUS0
Q971D7;O43570
Q2NHW1;Q8N1N0
A3MTU4;O75330
A2BJ25;A8MTQ0
Q3IRX3;Q9NV70
Q18GH1;Q13224
Q3ISP9;Q9HCZ1
Q4JC00;O75333
Q8TRT1;Q16627
O29782;A0A087WT03
A2SPI9;Q8N165
A9A432;Q8TCT6
Q8TQ42;Q5VZ46
P80900;P11912
C3MVJ3;Q9Y5B9
A4YIV8;Q8N660
A2ST39;Q9Y620
Q5JJD3;Q9BRR9
A0B9L1;Q9BY89
Q9Y9C1;Q14999
A2SQ60;Q9UNH6
P60781;Q9UBB6
Q57860;Q9BU20
A5UN55;Q7Z7B0
P81309;Q9Y315
P0C036;Q9BRJ6
B8GEV3;P78314
B8GJQ9;Q13045
Q97AY8;Q9NSK7
A0RX34;Q08J23
A6UQT3;A8MU10
P21553;P11169
C3N5L7;Q9H6A9
A4YHL5;P81534
Q12TH8;Q9BYQ7
O29934;Q8NGF3
Q465Y6;O15479
C4KJG4;Q6ZWJ8
Q18KP9;Q8WTQ1
Q97TX8;Q5VT40
Q3IUS6;Q9BZR6
Q8U3X9;Q6UXH0
A8ABI5;Q6ZN17
O28272;Q9BSG1
O27270;Q96IQ9
A1RSF4;O14521
A7I4T3;Q5FWF7
B0R9L9;Q6UWN5
A4FWK1;P49005
Q2NE44;A8MTL9
Q9V1H9;P22532
Q9YAC2;P11230
Q6L1N3;Q6UXB8
Q8TYY7;Q8NFU1
O26329;Q5T8I9
C6A4A3;Q99551
Q2NFZ3;Q7Z6A9
Q9HPW0;Q92519
A8MDD0;O14950
Q9HRE8;A8MVW0
C6A5J6;Q03164
Q50840;Q8TC29
O27974;P13378
A0RY85;P43026
Q9V163;Q9BX69
A6VIH6;Q3C1V1
B6YUD7;C9JUS6
Q9YFI6;Q8N3C7
C3N5P4;Q9UKJ3
A6UPN9;Q9BYQ3
A2BJL3;Q68G75
A4YIM8;Q96A56
B0R461;Q8N3Z6
C3NFV6;Q86TA1
C5A1J7;Q0IIM8
B1L550;P41227
Q8TIQ3;Q86TL0
O29568;O60928
P50381;A6NCS6
A2BN65;Q99603
Q466Y5;Q9NZ32
B0R5U5;Q15172
Q12VH0;Q8IVI9
Q8PYQ3;P62952
Q9YBF1;Q8NE71
Q5JDS0;Q92535
Q58154;A0A0B4J2D9
P61934;P15085
O28487;P56856
Q58554;Q8IYE1
A4YH82;Q12882
P29160;P37268
O28810;Q9BRF8
Q58961;Q9P272
Q8Q095;A6NF83
O58739;O75947
Q3ING6;Q9UIL8
P58855;Q16602
A0A0F8XMN8;Q96N20
O59362;Q96KN4
A3MSJ6;P42766
O29492;Q9Y4G6
Q58051;Q6DRA6
O59366;Q8TED1
Q8U192;O94985
O30176;Q3LHN0
Q58317;Q8NEB9
O58286;Q9UIV8
Q46AL8;Q9BRQ8
C3N903;Q8TET4
Q8PZM3;Q9P2P6
O58851;Q16537
C3N8G6;P15289
Q57981;Q9Y663
B9LNE4;Q14188
O93657;Q96FV0
Q9HKS5;Q6IF99
A3DNB9;P48751
A2ST96;Q9Y6W5
C3N5R0;Q5T5X7
Q8TWK3;Q00532
Q975E2;Q9Y6X0
B1L6M8;Q969I6
Q5JFW1;Q3SXM5
Q465K9;Q96NJ5
Q8U2D5;P04003
Q978T4;P15531
Q2NEI6;Q9H8E8
P56863;O95409
Q12VF4;Q9Y2K6
A3CWL5;Q86U44
A6UWU3;O60706
D4GU68;Q9NZL3
Q58497;Q6N075
Q9UXR9;P62807
O28142;P84550
C3MVD5;Q9BWM7
A6VHU1;Q9P2D8
Q58643;Q16082
A6VGV3;P15927
C5A5D0;Q86WR0
Q468N6;Q8MH63
C4KGX9;Q6TDU7
O27602;Q9H228
Q74N21;Q10588
A7IAH4;P61574
Q58213;Q9BQI3
Q9HN64;Q2TAA2
Q58660;Q96KT7
B0R5Y7;Q53H12
C4KJC1;P42127
A3MV95;A6NM11
Q5JE64;Q9NPB1
Q12TT2;Q494V2
A3MS37;Q71H61
Q8TK53;O95562
Q58942;Q6P656
Q8TVG5;Q495B1
Q5JE39;Q8N782
Q9Y948;P16233
Q58444;Q15796
O26267;Q8N1N2
D9PVP5;P17096
O59570;P20813
A3CU65;O14562
Q5V4J1;Q3C1V9
C4KJ00;D6RBQ6
A4FZN9;Q9Y2L5
P29604;Q96LS8
Q5JDN6;Q86WV6
Q9V0Q4;O96007
Q6LWZ1;Q8N6Q8
Q18KL5;Q9H079
B8GJY2;P55085
O59008;Q6PKG0
Q8PXV5;Q68DU8
Q3IU54;Q8NGC9
P0CL75;Q6ZUJ4
Q5JH71;Q15366
Q46BP2;Q99102
A3CW56;Q08431
C3NEC6;P16619
Q9HHB9;Q6UWW9
A6VIL5;P07766
Q58197;Q5HYK7
C7P0W1;P55000
B8GHM1;Q96MC4
C3NHR8;O75461
P54807;Q9NY28
A3MX72;P28340
B6YWT7;Q4J6C6
D4GYI2;P0CJ78
Q6L2H3;P21728
Q8TGY1;Q15915
A6UWS5;O75783
Q9UX29;P35606
Q2NFJ8;Q13304
Q76CZ1;A8K8P3
Q74MJ0;Q8NCF0
Q8U007;Q9NV58
Q9HPC3;Q96AX9
D4GS06;Q8TE60
Q8TY87;Q9UI95
Q9YA49;Q6UWP2
Q58941;Q8IUR7
Q9HR52;Q13075
Q2NI97;Q9BT43
A0B5E6;Q15198
Q4J9A0;A0A0J9YX06
A7I7L0;Q9BQ24
C6A1Y5;Q9NU19
A0RU82;Q7Z713
P22498;P47895
Q9HQL9;A6NM66
C5A1H0;Q7Z353
A6VFP2;A0A0J9YXX1
A7I4T5;Q93099
Q5V1N2;P41214
A6UTD8;Q9UHJ3
Q5JDJ1;Q9UK53
Q8U2H9;A0A7L8Y648
Q9HIR5;A0A024R1R8
O27435;A6NM28
O29499;Q9NWS0
Q55075;Q29983
O51924;P56177
C3MZN5;Q6UWS5
A0B8Y7;P22732
Q8TUX2;Q12894
Q0W349;P23083
Q3IUG3;Q9P246
Q97U94;P36021
Q9V2F1;P60411
Q6LZL5;Q96GS6
O26990;Q16048
Q12UF9;Q13084
Q6L0V5;Q5JTY5
Q8TX54;P25105
A2BLB9;Q9Y6B7
Q6M125;Q13185
Q46CL1;Q5XXA6
C6A175;Q13615
O27964;O75487
Q976L5;Q9Y5P8
B6YSY6;P09601
O26758;Q9UBX2
Q8PYC9;Q8WV93
O26253;Q9BZM6
Q9HQD8;Q9H7J1
O27919;Q9HB07
A2SPE0;O95487
P58189;Q8TCH9
Q3IS61;Q502X0
C3N1B4;Q9UJV8
A7I9P7;Q8NEZ2
Q2FSG2;Q9BXJ0
D3E3M2;P58062
Q57885;Q9Y6L7
Q58729;Q92610
Q57906;Q9UN76
Q18GM4;A0A0B4J1V6
Q8THA5;O00562
Q2FN14;Q24JP5
C3NDP7;O00755
P95855;Q9H8W2
Q96Y91;Q14749
A7I5I7;E5RJ46
Q5V5C9;P60903
O27255;A6NFE3
Q5JH90;Q17RY0
Q0W253;Q7L4P6
A1RUW1;Q9NWA0
C3N5A6;P0DP02
A1RXS9;O00322
Q9HM21;Q8WU67
Q2NGX9;Q96MV1
Q52366;A8MSI8
O74104;O43399
Q8TYT6;Q9BQY6
A5ULN4;Q07011
Q57752;Q8TF42
A9A2Q6;Q15696
A4G0E2;Q93050
C3MZW9;Q969E3
Q74NE6;Q9Y3B3
A3DNB2;Q86VY9
A8MDU3;Q6ISU1
Q8PXK6;Q5T601
P62348;Q9HAZ1
Q8TPF7;O95622
Q46BI1;Q8TD10
Q9UZS9;Q96RE9
Q58757;O15375
Q8TXP1;Q7Z422
A4YCR0;Q96RP9
A6USF9;P63241
Q12V31;Q9ULE3
O28560;Q86YQ8
Q8TWM5;Q9NZF1
Q466D6;Q96AM1
B1L640;Q8N137
Q12VC9;Q5TCY1
Q8ZST3;Q8NG80
Q46DI6;P20783
Q8TWS7;Q9BRR8
P61885;Q9GZM8
Q97Y85;P14550
B1Y919;Q6P9F7
B1YD57;Q8NCN5
O59475;Q13361
Q8TVD1;P59942
A6UVW6;Q7Z6I5
Q18E49;Q8N5C8
A2STS4;P13984
Q58948;Q9H063
Q5JE27;C9JG80
Q975W8;Q9NX57
Q9YC11;Q86XR8
P80186;Q8NGL0
A6UVN4;A0A1B0GTK5
O28768;P20036
O29737;O00168
P20571;A8MWK0
Q8PS70;P10909
Q5JHC0;Q9NXR1
A5UNH4;Q9C0G0
C3MPT5;Q30KQ7
Q8PTB0;Q9Y5X1
A0RTU3;Q12933
Q5JEQ6;Q8WX77
D1Z199;Q96MR9
Q8TY07;P09619
Q2FS70;P53355
B6YXW4;Q9ULH4
A8MAJ1;Q3I5F7
Q97BX2;Q5VYV7
Q2FUB2;Q5SRD1
A2BLY5;Q7RTS6
Q8PTN6;O75129
A6VFZ1;Q9BW83
A4YCT0;A0A494C086
C5A293;Q5VT03
Q58288;Q8IX03
P95970;O14645
B1YA64;Q8NB90
A0B8B0;Q5T7P6
A7IA93;P36544
Q8PVC6;O14633
O29101;Q8NGG4
A6UV45;Q5MNV8
C3MPG7;Q9H910
C5A4H9;P41208
Q0W787;A6NKF7
Q5JEX0;A6NGG3
G0LFB0;Q8WXQ8
C3N5U6;Q3ZCU0
B8D5V8;Q9H4D0
Q9YFS7;Q9H3S7
A6UPF1;Q9Y4E6
A1RU25;Q9P260
O59209;Q6UWM7
Q8TI82;Q14142
Q6KZA3;Q8N9G6
A6UW32;Q9NXH3
Q97BV9;Q9C0D9
Q9V0P9;Q96MN2
Q9UZV7;Q9BZF1
Q8Q0L8;Q13200
O33773;O96033
A9ABB5;Q8IWT0
P27374;P00973
Q973F1;O75925
B0R5W9;P23141
A8A8L4;Q7Z2Z1
Q9V1T5;Q63HQ0
A4YJ15;Q9NZP0
A6VFP0;Q13621
A6VGV4;Q68EM7
Q980T8;P40121
Q9V1Q1;P04196
Q18IJ5;Q6PEV8
Q60321;Q6UXN2
A6UQ63;Q3MJ40
C3N7L2;Q9Y2B4
Q8ZW89;Q8N7P3
Q96YW4;P14210
A4YHQ9;Q86W56
Q58185;Q9HCC8
P41655;Q8NFY9
Q18GK1;O94979
Q58810;Q8N4N8
Q57734;Q96ST3
A3DMV6;Q8N2Q7
Q5V5R9;P0DPI3
A0A1B2LS07;Q8N8J6
A3CT76;P02795
Q12WC8;P11712
C3MQK7;Q9P2X0
Q58675;Q6NW29
Q8PWX8;Q8NCB2
Q8PX50;Q5JTN6
O28324;O95786
Q9V135;Q9H8M5
A6UWS1;Q12912
A1RVD2;P15848
P58981;Q9HBZ2
A6VK13;A8MYZ0
A6UR54;P04844
O58832;Q5W064
O26739;P0CF74
Q3INN3;Q16763
A5ULV3;P60673
Q8TPU4;Q15760
A3CT21;Q6P2S7
A3MS42;Q93034
D2RT08;Q9UPC5
P26923;Q8WWB3
Q9UX98;A0A1B0GTR4
A1RVQ8;P26010
P0CW08;O14581
C3NH39;Q5MJ70
A7I5N0;Q7L513
Q9YAZ5;Q7RTT6
A6UWK8;A6NN73
Q9V2D7;P61266
A7IAA9;Q9H000
B1L765;Q8NCU4
Q8TYC1;O43405
O29107;P21802
Q9HPC2;Q9H175
Q58282;Q13129
Q9Y8N2;P07320
O28370;Q9NW97
C4KIA4;O75820
O27692;Q9H9T3
Q976E4;Q7Z412
Q3IUG6;Q58FF7
Q53765;Q9Y587
P51755;Q86XW9
Q57672;Q13393
Q465U8;Q9C0K7
Q58611;A8MVS5
Q6LZA2;A6NL88
C5A697;Q13671
Q9UX97;Q8TAI1
Q5V1E6;Q9BT67
A3DMG2;Q8TAS1
Q8U1K2;Q92769
P95993;P56211
O26901;Q8N9I9
A3MTU5;O43236
C3NHB8;W5XKT8
Q58015;Q8NHE4
Q5V2P8;Q9H553
A3MTA8;Q9P2Z0
O29386;O95716
Q58257;Q8IZQ5
Q2FT57;P35052
O59240;Q00888
C3MYS6;Q9BWT7
M0GNC6;P18669
O28419;A6NGB0
P57676;Q9UGT4
Q9HHY2;Q9UID3
C3NDW4;Q9HCQ7
Q8PXD4;P16112
Q46BD7;Q8N6G5
O28435;P19256
Q8TZK2;Q9UN72
B6YWH0;A0A286YF58
Q9HQI1;Q8NI17
P05409;A6NIK2
A3MWZ8;Q13093
Q57551;Q8WVN6
Q9V2W7;P41595
A0B6E1;P0DPK2
Q9HQC1;Q9UBS9
O29939;Q09472
A4FW54;Q9Y3A3
Q8U1I5;P20823
P12735;O75095
C3MQL4;Q96GE6
P14024;Q14669
B9LNM9;P11142
Q9HJT4;O75387
A0RV30;Q99784
A4FYL8;P16104
A6UQ18;Q13188
A6VGS0;Q9UNP4
B9LQJ1;P10301
Q58368;P08754
A2SSV2;Q96LX8
A4YCQ3;Q9HBT8
Q58521;Q12767
O28000;Q9BYG4
Q8TWG4;O75928
Q469M8;Q96A44
Q3IMX2;P57737
O26129;Q8WZ26
Q2NGT1;Q765I0
Q8TLK5;Q7Z5L2
Q974Y8;Q8N0U8
Q8U159;Q96QT4
Q58212;Q86VP6
O29015;P36402
Q8TWY1;P23582
Q59011;P20333
Q97B29;P0CW19
Q5UY20;O00506
Q8TV60;P0CG20
P43386;Q13085
Q9V1G8;Q969V6
A4FZS6;Q96EF0
Q4J945;Q8TEF2
O28169;P52803
Q8TIJ4;P17535
B8GEG7;Q8IZV2
Q9V081;Q5TCZ1
A6UTA8;Q8NDY8
C3N0N3;Q9BTK6
A6UR44;A8MYU2
B9LMH2;Q05BQ5
A6VJ78;Q14807
Q8ZY18;Q8N5U1
O27199;Q9BYQ9
A8AAF8;Q96FE7
Q9HHA2;Q9NPF5
O29973;P00751
Q972W5;A6NNS2
C6A2F6;A0A0J9YWL9
F1SVE1;O00459
Q5V3R4;O75173
Q97Y96;A6NJR5
O58211;P61160
Q8TXN4;Q9UFG5
Q9YAK0;Q9Y5T4
Q6LZH1;Q13156
Q58656;P55290
Q980W4;Q96MH2
Q980J9;O75832
A6USB0;P05014
Q57968;P57082
P0C0K9;Q5JSH3
Q8TXC8;P20366
P81293;Q9HB75
Q58299;C9JJH3
A0RXK1;Q9H0A6
Q74MR6;Q16621
Q9HIR3;Q53F39
A1RXN7;P35659
Q58595;Q9UKQ2
B6YV16;Q8N2K0
Q12XG1;Q8TAP4
P41557;Q9Y4X0
C3MVI1;B5MD39
Q8ZYE1;Q8WWQ8
O30085;P19526
Q9HJL5;Q86UD4
B0R4K0;O15484
Q9UX95;Q8IXQ3
Q2NEH8;Q6B9Z1
A3MSA1;Q9H1Z4
Q6LZP8;Q8WWH4
F2Z610;Q8NAG6
A1RYS1;Q9BXN6
Q8ZY44;Q14139
O30250;P0C7M8
A6USH5;Q6PCB8
C4KJ77;Q5T5M9
Q97B96;Q16378
B1Y9W1;Q9HBU1
Q8TQL5;O00468
A9AA47;Q6VY07
O30195;P20719
O27404;Q5K4L6
B8GJJ2;O76090
C5A279;Q8TB37
Q58318;Q16719
C3N6A4;P56279
Q8TUI2;Q9H741
O33174;Q9P0N9
Q58752;Q8TAT2
Q976K0;Q14677
Q9V2Q9;P35408
Q3IQL3;Q7Z7L9
E7FHF1;O60941
Q5JH32;Q6PUV4
P96086;Q8WTS6
O05636;Q9BQR3
Q9HJM5;P26842
A7I5Q9;Q9Y262
Q8TW40;Q5MY95
B9LUU4;Q9Y5Y2
Q12WC5;P48059
O29655;Q9NPJ3
O29665;Q6P0A1
Q0W1L8;P40238
Q9UZK1;P58340
O58236;P58418
O58022;Q9BQ16
Q56301;Q99819
A4WIY9;Q6ZUG5
Q97CI3;Q96KN2
Q5UXH1;P35225
Q8TUB8;Q3MHD2
Q9UX20;Q8N9Q2
A4FXD2;P52952
O59245;P26012
Q5V4H8;Q9NX24
B1L5G9;P31321
B6YV97;O95183
Q8U4A5;Q9Y6F9
Q18FC1;Q01196
A4FYI4;Q9NXG0
Q6LZK1;Q6ZUT4
Q6L271;Q9HB58
D4GYG5;Q9Y4B4
P10788;Q9Y5G3
A3CS70;Q5W0B1
Q58255;Q9BZJ4
Q8ZV04;Q96SL8
Q8PY36;Q9H4Q3
Q58640;Q9H2K0
A9A8Y5;Q5VWC8
Q2NFW0;P04818
B6YSM2;Q96IW7
A6VJT0;Q86TL2
A4FX39;Q9P283
Q4JAI4;A6NCC3
A6VJ40;P54277
A4G0Z4;Q5FBB7
A6UVF4;Q9ULW8
Q18GF3;O75691
A5UL61;Q9C0J1
P82736;Q8N196
C4KI98;P08727
Q0W6V1;Q6L8H1
A4YIL2;Q8N9W6
B1L657;P49459
Q46DY5;Q0VG99
O06501;Q8TCD6
Q8PY84;O14522
Q59039;P55286
D4GT97;O43815
Q980J7;Q92585
Q74NA9;Q6IMI6
Q8ZVV9;O00559
A4FVY2;Q14449
Q8PV87;Q9BXW9
Q970X5;Q9BSG5
O29320;A6NGE4
Q58972;Q8TAF7
Q8ZTB8;Q8N8Z6
B1Y9N6;Q86XD8
O26124;Q86YC2
I3R636;Q8NHH9
Q8PYQ1;Q53RT3
P58110;Q86T29
Q58613;Q5XKR9
Q46CB8;Q9UKN8
Q60281;O95050
Q3IUQ3;P59923
Q8TZA8;Q9H2C1
Q9HNP5;P16671
A4WLJ8;Q92777
Q8TL08;Q9NRJ7
Q976A1;O14836
Q46FS5;Q14526
Q8TZM5;Q8IWY9
B6YW69;O75342
Q8ZTJ1;Q9P2I0
C3MY71;Q3SYG4
C3MYM3;Q9UC06
Q46BE1;O60701
C3MVE8;Q9Y536
O58264;Q8N1V8
Q9UY47;P16591
O29600;Q96NL8
A1RRA5;O15528
Q9HPJ9;Q9Y485
Q46FH4;A1L443
O59605;Q9BV23
C4KIA7;A6NNP5
A4WM67;Q05086
Q5JHA3;O14974
Q8Q054;O95232
A9A9R0;P22570
Q8TV55;O15264
P42180;O15178
A3MSS2;Q96B36
Q8TWS9;Q86UN6
Q58042;Q2KHT4
C3NFX3;Q5SV97
Q58166;Q401N2
A3CX23;Q8NGY9
Q57753;O95847
O57878;Q12756
O29443;O14793
A5UMF4;Q9UHJ9
A3MXE6;P49674
D4H071;O00762
D5VQW1;Q8N556
P80951;Q9UBX1
P58813;P55017
Q9HN66;Q6KC79
Q58732;P49840
O26344;P17612
Q8TZX1;Q13467
A1RRR1;Q9UQP3
C3MRT0;Q05215
O26158;P37173
A8MCD3;Q9NX61
O26351;Q68D86
Q4JCM9;Q86UG4
B1Y945;Q9Y613
Q97B94;Q00796
C3NHF1;Q9P267
Q9HIX2;Q8NDX2
B6YV61;P01768
A6UUM2;P63096
Q9HMJ5;Q9BPX7
O58720;Q15326
Q9V287;Q86UU5
B1A7S3;Q96MA6
Q58817;A0A0B4J241
Q9V251;Q9H8Q6
C3MTN3;Q9NYY1
O24785;Q9H4L4
Q12VF9;P57103
Q9YFR9;Q6NZY7
O29959;Q9NPH6
Q6L1V2;Q52LJ0
O30126;Q6P575
Q6LYI4;Q9NYB9
Q8U0E2;Q99687
Q97ZY8;Q76I76
B1L7A5;O00178
Q57963;Q9P0S2
A6UWX4;Q1L5Z9
O58462;Q8N608
A6UQU0;P78524
O26703;Q96M61
Q5JE88;P17174
C3MZX9;Q8NHP1
Q58439;Q96G91
P36687;Q8NGY6
C6A366;Q9UQ53
Q0W049;Q99943
A9A597;Q13003
Q58766;Q8IZ63
Q9YB45;Q5JPE7
A0B6E7;Q9UNW1
C3N6N7;Q9UHW9
Q18JA1;Q6ZNA4
Q97U63;Q13733
Q2NEH1;Q8NHY2
